task,description,start,finish,duration,duration_hrs,note,category,date
psi,NA,2018-09-07T13:29:00Z,2018-09-07T13:50:00Z,00:21:21,0.3560202,NA,psi,2018-09-07
review,NA,2018-09-07T13:50:00Z,2018-09-07T13:52:00Z,00:02:02,0.0340523,NA,psi,2018-09-07
psi,NA,2018-09-07T13:52:00Z,2018-09-07T14:12:00Z,00:19:30,0.325261,NA,psi,2018-09-07
review,NA,2018-09-07T14:12:00Z,2018-09-07T14:14:00Z,00:01:59,0.0332771,NA,psi,2018-09-07
psi,NA,2018-09-07T14:14:00Z,2018-09-07T14:24:00Z,00:09:48,0.1634383,NA,psi,2018-09-07
phi,NA,2018-09-07T14:26:00Z,2018-09-07T14:37:00Z,00:11:02,0.1839462,NA,phi,2018-09-07
psi,NA,2018-09-07T18:24:00Z,2018-09-07T18:43:00Z,00:19:12,0.3201076,NA,psi,2018-09-07
psi,NA,2018-09-07T18:43:00Z,2018-09-07T18:45:00Z,00:01:50,0.0306275,NA,psi,2018-09-07
review,NA,2018-09-07T18:45:00Z,2018-09-07T18:47:00Z,00:01:50,0.0307694,NA,psi,2018-09-07
theta,NA,2018-09-07T18:49:00Z,2018-09-07T19:16:00Z,00:27:49,0.4638769,NA,theta,2018-09-07
theta,NA,2018-09-08T07:54:00Z,2018-09-08T08:02:00Z,00:07:55,0.1320273,NA,theta,2018-09-08
