task,description,start,finish,duration,duration_hrs,note,category,date
review,NA,2019-02-18T09:09:00Z,2019-02-18T09:10:00Z,00:00:29,0.0081205,NA,psi,2019-02-18
phi,NA,2019-02-18T09:10:00Z,2019-02-18T09:28:00Z,00:17:54,0.298454,NA,phi,2019-02-18
review,NA,2019-02-18T09:28:00Z,2019-02-18T09:28:00Z,00:00:55,0.0155168,NA,psi,2019-02-18
exercise,NA,2019-02-18T09:29:00Z,2019-02-18T09:49:00Z,00:20:26,0.3407685,NA,wellness,2019-02-18
review,NA,2019-02-18T10:18:00Z,2019-02-18T10:20:00Z,00:02:06,0.03526,NA,psi,2019-02-18
phi,NA,2019-02-18T10:20:00Z,2019-02-18T10:40:00Z,00:19:51,0.3310685,NA,phi,2019-02-18
review,NA,2019-02-18T10:40:00Z,2019-02-18T10:41:00Z,00:01:35,0.0266102,NA,psi,2019-02-18
phi,NA,2019-02-18T10:41:00Z,2019-02-18T10:41:00Z,00:00:00,1.34e-4,NA,phi,2019-02-18
theta,NA,2019-02-18T10:41:00Z,2019-02-18T11:02:00Z,00:20:11,0.3365143,NA,theta,2019-02-18
theta,NA,2019-02-18T11:02:00Z,2019-02-18T11:12:00Z,00:09:58,0.1661464,NA,theta,2019-02-18
review,NA,2019-02-18T11:12:00Z,2019-02-18T11:12:00Z,00:00:31,0.0086139,NA,psi,2019-02-18
housework  errands,NA,2019-02-18T11:12:00Z,2019-02-18T11:25:00Z,00:13:03,0.2176789,NA,wellness,2019-02-18
review,NA,2019-02-18T11:26:00Z,2019-02-18T11:27:00Z,00:01:25,0.0236755,NA,psi,2019-02-18
review,NA,2019-02-18T11:27:00Z,2019-02-18T11:30:00Z,00:02:11,0.0365984,NA,psi,2019-02-18
phi,NA,2019-02-18T14:01:00Z,2019-02-18T14:10:00Z,00:08:51,0.1476481,NA,phi,2019-02-18
theta,NA,2019-02-18T14:10:00Z,2019-02-18T14:11:00Z,00:00:27,0.0075271,NA,theta,2019-02-18
psi,NA,2019-02-18T14:11:00Z,2019-02-18T14:34:00Z,00:23:04,0.3846496,NA,psi,2019-02-18
review,NA,2019-02-18T14:41:00Z,2019-02-18T14:42:00Z,00:01:08,0.0190173,NA,psi,2019-02-18
phi,NA,2019-02-18T14:42:00Z,2019-02-18T14:42:00Z,00:00:02,8.036e-4,NA,phi,2019-02-18
review,NA,2019-02-18T14:42:00Z,2019-02-18T14:42:00Z,00:00:32,0.0088904,NA,psi,2019-02-18
phi,NA,2019-02-18T14:42:00Z,2019-02-18T14:42:00Z,00:00:03,9.353e-4,NA,phi,2019-02-18
review,NA,2019-02-18T14:42:00Z,2019-02-18T14:43:00Z,00:00:33,0.0092478,NA,psi,2019-02-18
phi,NA,2019-02-18T14:45:00Z,2019-02-18T15:06:00Z,00:20:46,0.3461283,NA,phi,2019-02-18
theta,NA,2019-02-18T15:07:00Z,2019-02-18T15:20:00Z,00:13:21,0.2225955,NA,theta,2019-02-18
psi,NA,2019-02-18T15:20:00Z,2019-02-18T15:21:00Z,00:00:51,0.0143526,NA,psi,2019-02-18
review,NA,2019-02-18T15:21:00Z,2019-02-18T15:23:00Z,00:02:23,0.0399939,NA,psi,2019-02-18
exercise,NA,2019-02-18T15:23:00Z,2019-02-18T15:23:00Z,00:00:00,1.985e-4,NA,wellness,2019-02-18
housework  errands,NA,2019-02-18T15:23:00Z,2019-02-18T15:24:00Z,00:00:09,0.0027344,NA,wellness,2019-02-18
housework  errands,NA,2019-02-18T15:51:00Z,2019-02-18T16:04:00Z,00:13:32,0.2256476,NA,wellness,2019-02-18
phi,NA,2019-02-18T16:06:00Z,2019-02-18T16:26:00Z,00:20:03,0.3342925,NA,phi,2019-02-18
phi,NA,2019-02-18T16:26:00Z,2019-02-18T16:26:00Z,00:00:00,2.054e-4,NA,phi,2019-02-18
phi,NA,2019-02-18T16:26:00Z,2019-02-18T16:31:00Z,00:05:09,0.0858936,NA,phi,2019-02-18
psi,NA,2019-02-18T16:32:00Z,2019-02-18T16:39:00Z,00:07:09,0.1192398,NA,psi,2019-02-18
review,NA,2019-02-18T16:39:00Z,2019-02-18T16:43:00Z,00:04:25,0.0737887,NA,psi,2019-02-18
review,NA,2019-02-19T06:52:00Z,2019-02-19T06:52:00Z,00:00:01,3.505e-4,NA,psi,2019-02-19
review,NA,2019-02-19T08:06:00Z,2019-02-19T08:18:00Z,00:12:25,0.2070596,NA,psi,2019-02-19
psi,NA,2019-02-19T08:18:00Z,2019-02-19T08:18:00Z,00:00:05,0.0014025,NA,psi,2019-02-19
psi,NA,2019-02-19T08:18:00Z,2019-02-19T08:40:00Z,00:21:39,0.3608547,NA,psi,2019-02-19
review,NA,2019-02-19T12:11:00Z,2019-02-19T12:16:00Z,00:05:19,0.0888053,NA,psi,2019-02-19
phi,NA,2019-02-19T12:16:00Z,2019-02-19T12:17:00Z,00:00:49,0.0137498,NA,phi,2019-02-19
psi,NA,2019-02-19T12:17:00Z,2019-02-19T12:28:00Z,00:11:10,0.1863291,NA,psi,2019-02-19
review,NA,2019-02-19T12:28:00Z,2019-02-19T12:30:00Z,00:01:58,0.0329705,NA,psi,2019-02-19
phi,NA,2019-02-19T12:30:00Z,2019-02-19T12:37:00Z,00:06:38,0.1107131,NA,phi,2019-02-19
psi,NA,2019-02-19T12:37:00Z,2019-02-19T13:09:00Z,00:32:00,0.5334627,NA,psi,2019-02-19
psi,NA,2019-02-19T14:29:00Z,2019-02-19T14:37:00Z,00:07:53,0.1315651,NA,psi,2019-02-19
review,NA,2019-02-19T14:46:00Z,2019-02-19T14:54:00Z,00:07:24,0.1235632,NA,psi,2019-02-19
phi,NA,2019-02-19T14:54:00Z,2019-02-19T15:47:00Z,00:52:51,0.8809079,NA,phi,2019-02-19
phi,NA,2019-02-19T17:28:00Z,2019-02-19T17:37:00Z,00:09:00,0.1500804,NA,phi,2019-02-19
phi,NA,2019-02-20T07:24:00Z,2019-02-20T07:43:00Z,00:18:46,0.3127975,NA,phi,2019-02-20
phi,NA,2019-02-20T07:45:00Z,2019-02-20T07:56:00Z,00:11:10,0.1862016,NA,phi,2019-02-20
phi,NA,2019-02-20T09:04:00Z,2019-02-20T09:11:00Z,00:07:23,0.1230734,NA,phi,2019-02-20
phi,NA,2019-02-20T14:11:00Z,2019-02-20T14:47:00Z,00:36:14,0.6040875,NA,phi,2019-02-20
review,NA,2019-02-20T15:59:00Z,2019-02-20T16:18:00Z,00:18:48,0.313511,NA,psi,2019-02-20
phi,NA,2019-02-20T16:18:00Z,2019-02-20T16:19:00Z,00:01:46,0.0295159,NA,phi,2019-02-20
psi,NA,2019-02-20T16:19:00Z,2019-02-20T16:27:00Z,00:07:27,0.1242854,NA,psi,2019-02-20
phi,NA,2019-02-20T21:15:00Z,2019-02-20T21:27:00Z,00:11:54,0.198339,NA,phi,2019-02-20
review,NA,2019-02-21T08:36:00Z,2019-02-21T08:52:00Z,00:15:27,0.2576944,NA,psi,2019-02-21
psi,NA,2019-02-21T08:52:00Z,2019-02-21T08:56:00Z,00:03:50,0.0641466,NA,psi,2019-02-21
community,NA,2019-02-21T08:56:00Z,2019-02-21T09:31:00Z,00:34:49,0.5803422,NA,psi,2019-02-21
review,NA,2019-02-21T09:31:00Z,2019-02-21T09:31:00Z,00:00:15,0.0041879,NA,psi,2019-02-21
psi,NA,2019-02-21T09:44:00Z,2019-02-21T09:46:00Z,00:01:37,0.027068,NA,psi,2019-02-21
phi,NA,2019-02-21T09:46:00Z,2019-02-21T09:51:00Z,00:05:29,0.0914825,NA,phi,2019-02-21
review,NA,2019-02-21T09:51:00Z,2019-02-21T09:53:00Z,00:02:02,0.0339053,NA,psi,2019-02-21
phi,NA,2019-02-21T09:53:00Z,2019-02-21T09:59:00Z,00:06:02,0.1007658,NA,phi,2019-02-21
phi,NA,2019-02-21T10:12:00Z,2019-02-21T10:14:00Z,00:02:13,0.0371515,NA,phi,2019-02-21
community,NA,2019-02-21T10:15:00Z,2019-02-21T10:33:00Z,00:18:43,0.3119639,NA,psi,2019-02-21
phi,NA,2019-02-21T10:37:00Z,2019-02-21T10:53:00Z,00:15:52,0.2646137,NA,phi,2019-02-21
community,NA,2019-02-21T10:53:00Z,2019-02-21T10:54:00Z,00:00:39,0.0109897,NA,psi,2019-02-21
phi,NA,2019-02-21T12:34:00Z,2019-02-21T12:44:00Z,00:10:42,0.1783898,NA,phi,2019-02-21
review,NA,2019-02-21T12:49:00Z,2019-02-21T12:56:00Z,00:07:05,0.118315,NA,psi,2019-02-21
phi,NA,2019-02-21T12:56:00Z,2019-02-21T13:16:00Z,00:20:03,0.3343971,NA,phi,2019-02-21
review,NA,2019-02-21T13:17:00Z,2019-02-21T13:18:00Z,00:01:52,0.031209,NA,psi,2019-02-21
phi,NA,2019-02-21T13:31:00Z,2019-02-21T13:35:00Z,00:03:43,0.0621925,NA,phi,2019-02-21
review,NA,2019-02-21T13:35:00Z,2019-02-21T13:48:00Z,00:12:25,0.2071892,NA,psi,2019-02-21
exercise,NA,2019-02-21T16:24:00Z,2019-02-21T16:24:00Z,00:00:10,0.0029387,NA,wellness,2019-02-21
theta,NA,2019-02-22T07:12:00Z,2019-02-22T07:14:00Z,00:01:47,0.0299738,NA,theta,2019-02-22
review,NA,2019-02-22T08:34:00Z,2019-02-22T09:00:00Z,00:25:36,0.4268422,NA,psi,2019-02-22
exercise,NA,2019-02-22T09:00:00Z,2019-02-22T09:19:00Z,00:19:00,0.3166666,NA,wellness,2019-02-22
phi,NA,2019-02-22T09:45:00Z,2019-02-22T09:45:00Z,00:00:01,3.975e-4,NA,phi,2019-02-22
exercise,NA,2019-02-22T09:45:00Z,2019-02-22T09:45:00Z,00:00:08,0.0024776,NA,wellness,2019-02-22
phi,NA,2019-02-22T09:45:00Z,2019-02-22T10:45:00Z,01:00:18,1.0050536,NA,phi,2019-02-22
phi,NA,2019-02-22T10:53:00Z,2019-02-22T11:05:00Z,00:11:55,0.1988021,NA,phi,2019-02-22
phi,NA,2019-02-22T11:46:00Z,2019-02-22T11:49:00Z,00:03:12,0.0535753,NA,phi,2019-02-22
phi,NA,2019-02-22T12:08:00Z,2019-02-22T12:47:00Z,00:38:53,0.6482119,NA,phi,2019-02-22
review,NA,2019-02-22T12:48:00Z,2019-02-22T12:49:00Z,00:01:01,0.017172,NA,psi,2019-02-22
psi,NA,2019-02-22T14:51:00Z,2019-02-22T14:54:00Z,00:02:51,0.0475156,NA,psi,2019-02-22
community,NA,2019-02-22T14:54:00Z,2019-02-22T15:04:00Z,00:10:14,0.1708268,NA,psi,2019-02-22
phi,NA,2019-02-22T15:04:00Z,2019-02-22T15:04:00Z,00:00:03,0.0010955,NA,phi,2019-02-22
exercise,NA,2019-02-22T15:04:00Z,2019-02-22T15:04:00Z,00:00:02,6.042e-4,NA,wellness,2019-02-22
phi,NA,2019-02-22T15:04:00Z,2019-02-22T15:04:00Z,00:00:23,0.0066298,NA,phi,2019-02-22
review,NA,2019-02-22T15:04:00Z,2019-02-22T15:06:00Z,00:02:04,0.0345399,NA,psi,2019-02-22
phi,NA,2019-02-22T15:06:00Z,2019-02-22T15:21:00Z,00:14:38,0.243928,NA,phi,2019-02-22
psi,NA,2019-02-22T15:21:00Z,2019-02-22T15:47:00Z,00:25:41,0.4280971,NA,psi,2019-02-22
review,NA,2019-02-22T15:52:00Z,2019-02-22T15:57:00Z,00:05:04,0.0845787,NA,psi,2019-02-22
review,NA,2019-02-23T08:27:00Z,2019-02-23T08:49:00Z,00:21:27,0.3577017,NA,psi,2019-02-23
phi,NA,2019-02-23T09:53:00Z,2019-02-23T09:55:00Z,00:01:47,0.0299726,NA,phi,2019-02-23
psi,NA,2019-02-23T09:55:00Z,2019-02-23T09:57:00Z,00:01:39,0.0277425,NA,psi,2019-02-23
review,NA,2019-02-23T09:57:00Z,2019-02-23T09:59:00Z,00:02:16,0.0378313,NA,psi,2019-02-23
phi,NA,2019-02-23T10:07:00Z,2019-02-23T10:16:00Z,00:09:15,0.1542367,NA,phi,2019-02-23
theta,NA,2019-02-23T11:06:00Z,2019-02-23T11:09:00Z,00:02:44,0.0456151,NA,theta,2019-02-23
psi,NA,2019-02-23T11:09:00Z,2019-02-23T11:21:00Z,00:12:31,0.2086439,NA,psi,2019-02-23
review,NA,2019-02-23T11:31:00Z,2019-02-23T11:32:00Z,00:00:33,0.0092601,NA,psi,2019-02-23
phi,NA,2019-02-23T11:32:00Z,2019-02-23T11:32:00Z,00:00:21,0.0060671,NA,phi,2019-02-23
review,NA,2019-02-23T11:32:00Z,2019-02-23T11:32:00Z,00:00:21,0.0060256,NA,psi,2019-02-23
phi,NA,2019-02-23T11:32:00Z,2019-02-23T11:58:00Z,00:25:25,0.4236297,NA,phi,2019-02-23
review,NA,2019-02-23T11:59:00Z,2019-02-23T11:59:00Z,00:00:13,0.0037184,NA,psi,2019-02-23
theta,NA,2019-02-23T12:10:00Z,2019-02-23T12:31:00Z,00:20:32,0.3423288,NA,theta,2019-02-23
review,NA,2019-02-23T12:31:00Z,2019-02-23T12:32:00Z,00:00:40,0.0113108,NA,psi,2019-02-23
theta,NA,2019-02-23T13:10:00Z,2019-02-23T13:23:00Z,00:12:51,0.2142241,NA,theta,2019-02-23
theta,NA,2019-02-23T13:46:00Z,2019-02-23T14:06:00Z,00:20:10,0.3363493,NA,theta,2019-02-23
phi,NA,2019-02-23T14:25:00Z,2019-02-23T14:27:00Z,00:01:38,0.027453,NA,phi,2019-02-23
Collaboration,NA,2019-02-23T20:20:00Z,2019-02-23T20:20:00Z,00:00:00,1.127e-4,NA,theta,2019-02-23
Collaboration,NA,2019-02-23T20:20:00Z,2019-02-23T20:20:00Z,00:00:01,4.579e-4,NA,theta,2019-02-23
Collaboration,NA,2019-02-23T20:20:00Z,2019-02-23T20:20:00Z,00:00:00,1.559e-4,NA,theta,2019-02-23
Collaboration,NA,2019-02-23T20:20:00Z,2019-02-23T20:20:00Z,00:00:00,6.3e-5,NA,theta,2019-02-23
Collaboration,NA,2019-02-23T20:20:00Z,2019-02-23T20:20:00Z,00:00:01,4.723e-4,NA,theta,2019-02-23
phi,NA,2019-02-25T08:17:00Z,2019-02-25T08:18:00Z,00:00:30,0.0085134,NA,phi,2019-02-25
review,NA,2019-02-25T08:18:00Z,2019-02-25T08:18:00Z,00:00:02,6.777e-4,NA,psi,2019-02-25
review,NA,2019-02-25T08:18:00Z,2019-02-25T08:18:00Z,00:00:17,0.0049972,NA,psi,2019-02-25
phi,NA,2019-02-25T08:18:00Z,2019-02-25T08:18:00Z,00:00:00,1.013e-4,NA,phi,2019-02-25
phi,NA,2019-02-25T08:18:00Z,2019-02-25T08:18:00Z,00:00:00,2.436e-4,NA,phi,2019-02-25
psi,NA,2019-02-25T08:18:00Z,2019-02-25T08:18:00Z,00:00:00,1.211e-4,NA,psi,2019-02-25
Collaboration,NA,2019-02-25T08:18:00Z,2019-02-25T08:18:00Z,00:00:00,1.164e-4,NA,theta,2019-02-25
review,NA,2019-02-25T09:40:00Z,2019-02-25T10:00:00Z,00:19:18,0.3218632,NA,psi,2019-02-25
psi,NA,2019-02-25T10:00:00Z,2019-02-25T10:12:00Z,00:11:58,0.1995756,NA,psi,2019-02-25
review,NA,2019-02-25T10:12:00Z,2019-02-25T10:21:00Z,00:09:29,0.1582417,NA,psi,2019-02-25
phi,NA,2019-02-25T10:21:00Z,2019-02-25T10:43:00Z,00:21:25,0.3571011,NA,phi,2019-02-25
psi,NA,2019-02-25T10:43:00Z,2019-02-25T10:46:00Z,00:03:18,0.0551819,NA,psi,2019-02-25
psi,NA,2019-02-25T10:46:00Z,2019-02-25T10:51:00Z,00:04:43,0.0787626,NA,psi,2019-02-25
psi,NA,2019-02-25T10:51:00Z,2019-02-25T10:54:00Z,00:03:19,0.0553182,NA,psi,2019-02-25
review,NA,2019-02-25T10:54:00Z,2019-02-25T11:00:00Z,00:05:22,0.0896863,NA,psi,2019-02-25
review,NA,2019-02-25T11:45:00Z,2019-02-25T11:46:00Z,00:01:32,0.0256757,NA,psi,2019-02-25
phi,NA,2019-02-25T11:46:00Z,2019-02-25T12:09:00Z,00:22:46,0.3795557,NA,phi,2019-02-25
theta,NA,2019-02-25T12:09:00Z,2019-02-25T12:30:00Z,00:20:31,0.3419792,NA,theta,2019-02-25
psi,NA,2019-02-25T12:30:00Z,2019-02-25T12:31:00Z,00:00:30,0.0083573,NA,psi,2019-02-25
review,NA,2019-02-25T12:31:00Z,2019-02-25T12:32:00Z,00:01:18,0.021834,NA,psi,2019-02-25
review,NA,2019-02-25T12:51:00Z,2019-02-25T12:54:00Z,00:03:50,0.0639456,NA,psi,2019-02-25
review,NA,2019-02-25T13:35:00Z,2019-02-25T13:47:00Z,00:11:44,0.1955795,NA,psi,2019-02-25
phi,NA,2019-02-25T13:50:00Z,2019-02-25T14:06:00Z,00:15:38,0.2607854,NA,phi,2019-02-25
theta,NA,2019-02-25T14:10:00Z,2019-02-25T14:39:00Z,00:28:58,0.4830218,NA,theta,2019-02-25
psi,NA,2019-02-25T14:39:00Z,2019-02-25T14:40:00Z,00:01:10,0.0195522,NA,psi,2019-02-25
review,NA,2019-02-25T14:40:00Z,2019-02-25T14:43:00Z,00:02:46,0.0463181,NA,psi,2019-02-25
housework  errands,NA,2019-02-25T14:43:00Z,2019-02-25T15:04:00Z,00:21:02,0.3505677,NA,wellness,2019-02-25
review,NA,2019-02-25T15:05:00Z,2019-02-25T15:07:00Z,00:02:11,0.0364881,NA,psi,2019-02-25
review,NA,2019-02-25T16:28:00Z,2019-02-25T16:30:00Z,00:01:39,0.027513,NA,psi,2019-02-25
phi,NA,2019-02-25T16:30:00Z,2019-02-25T16:40:00Z,00:10:14,0.1707007,NA,phi,2019-02-25
phi,NA,2019-02-25T17:05:00Z,2019-02-25T17:07:00Z,00:02:10,0.036154,NA,phi,2019-02-25
review,NA,2019-02-25T17:07:00Z,2019-02-25T17:08:00Z,00:00:47,0.0130644,NA,psi,2019-02-25
review,NA,2019-02-25T17:26:00Z,2019-02-25T17:26:00Z,00:00:04,0.0013362,NA,psi,2019-02-25
phi,NA,2019-02-25T17:26:00Z,2019-02-25T18:05:00Z,00:38:24,0.6400304,NA,phi,2019-02-25
review,NA,2019-02-25T18:05:00Z,2019-02-25T18:09:00Z,00:04:04,0.0679883,NA,psi,2019-02-25
housework  errands,NA,2019-02-25T18:15:00Z,2019-02-25T18:23:00Z,00:07:43,0.128836,NA,wellness,2019-02-25
review,NA,2019-02-25T18:23:00Z,2019-02-25T18:26:00Z,00:03:32,0.0590927,NA,psi,2019-02-25
psi,NA,2019-02-25T18:26:00Z,2019-02-25T18:32:00Z,00:05:47,0.0966541,NA,psi,2019-02-25
theta,NA,2019-02-25T18:32:00Z,2019-02-25T18:36:00Z,00:03:59,0.0664504,NA,theta,2019-02-25
theta,NA,2019-02-25T18:37:00Z,2019-02-25T18:44:00Z,00:07:28,0.1247102,NA,theta,2019-02-25
theta,NA,2019-02-25T18:44:00Z,2019-02-25T19:05:00Z,00:20:30,0.3417184,NA,theta,2019-02-25
review,NA,2019-02-25T19:05:00Z,2019-02-25T19:06:00Z,00:00:48,0.0135113,NA,psi,2019-02-25
housework  errands,NA,2019-02-25T19:06:00Z,2019-02-25T19:07:00Z,00:01:19,0.0219653,NA,wellness,2019-02-25
review,NA,2019-02-25T19:07:00Z,2019-02-25T19:08:00Z,00:00:57,0.0159979,NA,psi,2019-02-25
phi,NA,2019-02-25T19:31:00Z,2019-02-25T19:40:00Z,00:08:26,0.1406401,NA,phi,2019-02-25
theta,NA,2019-02-25T19:40:00Z,2019-02-25T19:43:00Z,00:03:04,0.0513076,NA,theta,2019-02-25
psi,NA,2019-02-25T19:43:00Z,2019-02-25T19:45:00Z,00:01:52,0.0311327,NA,psi,2019-02-25
phi,NA,2019-02-25T20:02:00Z,2019-02-25T20:09:00Z,00:07:06,0.118337,NA,phi,2019-02-25
housework  errands,NA,2019-02-25T20:11:00Z,2019-02-25T21:16:00Z,01:04:53,1.0815622,NA,wellness,2019-02-25
phi,NA,2019-02-25T21:30:00Z,2019-02-25T21:37:00Z,00:06:50,0.1140477,NA,phi,2019-02-25
review,NA,2019-02-26T07:24:00Z,2019-02-26T07:32:00Z,00:08:01,0.1338134,NA,psi,2019-02-26
psi,NA,2019-02-26T07:32:00Z,2019-02-26T07:54:00Z,00:21:20,0.3556935,NA,psi,2019-02-26
review,NA,2019-02-26T07:54:00Z,2019-02-26T07:56:00Z,00:02:16,0.038016,NA,psi,2019-02-26
phi,NA,2019-02-26T09:18:00Z,2019-02-26T09:23:00Z,00:05:01,0.0837471,NA,phi,2019-02-26
psi,NA,2019-02-26T09:28:00Z,2019-02-26T09:41:00Z,00:13:27,0.2242083,NA,psi,2019-02-26
review,NA,2019-02-26T09:41:00Z,2019-02-26T09:46:00Z,00:04:40,0.0779565,NA,psi,2019-02-26
phi,NA,2019-02-26T10:09:00Z,2019-02-26T10:30:00Z,00:20:34,0.3427876,NA,phi,2019-02-26
theta,NA,2019-02-26T10:30:00Z,2019-02-26T10:52:00Z,00:22:30,0.3752307,NA,theta,2019-02-26
review,NA,2019-02-26T10:52:00Z,2019-02-26T10:55:00Z,00:03:02,0.0505906,NA,psi,2019-02-26
theta,NA,2019-02-26T11:10:00Z,2019-02-26T11:12:00Z,00:01:38,0.0274068,NA,theta,2019-02-26
phi,NA,2019-02-26T12:34:00Z,2019-02-26T12:55:00Z,00:20:08,0.3355935,NA,phi,2019-02-26
theta,NA,2019-02-26T12:55:00Z,2019-02-26T13:19:00Z,00:24:03,0.4010296,NA,theta,2019-02-26
review,NA,2019-02-26T13:19:00Z,2019-02-26T13:20:00Z,00:01:33,0.0258885,NA,psi,2019-02-26
theta,NA,2019-02-26T14:49:00Z,2019-02-26T15:13:00Z,00:23:27,0.3908529,NA,theta,2019-02-26
review,NA,2019-02-26T15:13:00Z,2019-02-26T15:19:00Z,00:05:45,0.0959509,NA,psi,2019-02-26
phi,NA,2019-02-26T15:21:00Z,2019-02-26T15:30:00Z,00:09:07,0.152055,NA,phi,2019-02-26
review,NA,2019-02-26T15:31:00Z,2019-02-26T15:32:00Z,00:01:03,0.0175541,NA,psi,2019-02-26
theta,NA,2019-02-26T15:52:00Z,2019-02-26T15:58:00Z,00:06:14,0.1039803,NA,theta,2019-02-26
review,NA,2019-02-26T18:31:00Z,2019-02-26T18:32:00Z,00:01:03,0.0175452,NA,psi,2019-02-26
phi,NA,2019-02-26T18:32:00Z,2019-02-26T18:50:00Z,00:18:31,0.308747,NA,phi,2019-02-26
psi,NA,2019-02-26T18:51:00Z,2019-02-26T18:55:00Z,00:04:28,0.0746096,NA,psi,2019-02-26
review,NA,2019-02-26T18:55:00Z,2019-02-26T18:59:00Z,00:03:12,0.0533799,NA,psi,2019-02-26
review,NA,2019-02-26T20:48:00Z,2019-02-26T20:48:00Z,00:00:03,8.987e-4,NA,psi,2019-02-26
phi,NA,2019-02-26T20:48:00Z,2019-02-26T21:27:00Z,00:38:40,0.6445198,NA,phi,2019-02-26
review,NA,2019-02-26T21:34:00Z,2019-02-26T21:35:00Z,00:00:59,0.0164513,NA,psi,2019-02-26
phi,NA,2019-02-26T21:37:00Z,2019-02-26T22:09:00Z,00:32:34,0.5430361,NA,phi,2019-02-26
psi,NA,2019-02-26T22:09:00Z,2019-02-26T22:10:00Z,00:00:57,0.015942,NA,psi,2019-02-26
review,NA,2019-02-26T22:10:00Z,2019-02-26T22:13:00Z,00:03:07,0.0521871,NA,psi,2019-02-26
review,NA,2019-02-26T22:14:00Z,2019-02-26T22:17:00Z,00:03:47,0.0631411,NA,psi,2019-02-26
review,NA,2019-02-27T07:20:00Z,2019-02-27T07:24:00Z,00:03:05,0.0514904,NA,psi,2019-02-27
psi,NA,2019-02-27T07:24:00Z,2019-02-27T07:39:00Z,00:15:24,0.2568464,NA,psi,2019-02-27
review,NA,2019-02-27T08:31:00Z,2019-02-27T08:34:00Z,00:03:18,0.0552162,NA,psi,2019-02-27
phi,NA,2019-02-27T08:34:00Z,2019-02-27T08:53:00Z,00:18:56,0.3156931,NA,phi,2019-02-27
review,NA,2019-02-27T08:57:00Z,2019-02-27T08:58:00Z,00:01:20,0.0222761,NA,psi,2019-02-27
phi,NA,2019-02-27T08:58:00Z,2019-02-27T09:29:00Z,00:30:42,0.5116971,NA,phi,2019-02-27
review,NA,2019-02-27T09:29:00Z,2019-02-27T09:30:00Z,00:01:43,0.0286587,NA,psi,2019-02-27
phi,NA,2019-02-27T10:29:00Z,2019-02-27T10:32:00Z,00:03:28,0.0578552,NA,phi,2019-02-27
phi,NA,2019-02-27T10:40:00Z,2019-02-27T10:40:00Z,00:00:05,0.0015968,NA,phi,2019-02-27
theta,NA,2019-02-27T10:40:00Z,2019-02-27T10:41:00Z,00:01:42,0.0285812,NA,theta,2019-02-27
review,NA,2019-02-27T10:41:00Z,2019-02-27T10:43:00Z,00:01:19,0.0219733,NA,psi,2019-02-27
phi,NA,2019-02-27T10:43:00Z,2019-02-27T10:43:00Z,00:00:31,0.0086235,NA,phi,2019-02-27
review,NA,2019-02-27T10:43:00Z,2019-02-27T10:47:00Z,00:03:32,0.0591223,NA,psi,2019-02-27
phi,NA,2019-02-27T10:47:00Z,2019-02-27T11:04:00Z,00:17:41,0.2947692,NA,phi,2019-02-27
theta,NA,2019-02-27T17:28:00Z,2019-02-27T17:30:00Z,00:01:33,0.0259621,NA,theta,2019-02-27
psi,NA,2019-02-27T17:30:00Z,2019-02-27T17:30:00Z,00:00:08,0.0022754,NA,psi,2019-02-27
review,NA,2019-02-27T17:30:00Z,2019-02-27T17:34:00Z,00:03:56,0.0658324,NA,psi,2019-02-27
phi,NA,2019-02-27T17:34:00Z,2019-02-27T17:43:00Z,00:09:42,0.1619301,NA,phi,2019-02-27
theta,NA,2019-02-27T17:48:00Z,2019-02-27T18:00:00Z,00:11:46,0.1962023,NA,theta,2019-02-27
housework  errands,NA,2019-02-27T18:00:00Z,2019-02-27T18:03:00Z,00:03:21,0.0558894,NA,wellness,2019-02-27
psi,NA,2019-02-27T18:07:00Z,2019-02-27T18:14:00Z,00:07:17,0.1216158,NA,psi,2019-02-27
housework  errands,NA,2019-02-27T18:14:00Z,2019-02-27T18:16:00Z,00:01:39,0.0275194,NA,wellness,2019-02-27
review,NA,2019-02-28T07:33:00Z,2019-02-28T07:37:00Z,00:03:22,0.0563662,NA,psi,2019-02-28
psi,NA,2019-02-28T07:37:00Z,2019-02-28T07:38:00Z,00:01:10,0.0195297,NA,psi,2019-02-28
psi,NA,2019-02-28T07:38:00Z,2019-02-28T07:47:00Z,00:09:04,0.1513477,NA,psi,2019-02-28
review,NA,2019-02-28T07:47:00Z,2019-02-28T07:47:00Z,00:00:13,0.003767,NA,psi,2019-02-28
psi,NA,2019-02-28T07:47:00Z,2019-02-28T07:52:00Z,00:04:23,0.0730724,NA,psi,2019-02-28
review,NA,2019-02-28T08:47:00Z,2019-02-28T08:49:00Z,00:02:38,0.0439192,NA,psi,2019-02-28
psi,NA,2019-02-28T08:59:00Z,2019-02-28T08:59:00Z,00:00:14,0.0039004,NA,psi,2019-02-28
review,NA,2019-02-28T08:59:00Z,2019-02-28T09:00:00Z,00:01:16,0.0211755,NA,psi,2019-02-28
review,NA,2019-02-28T09:08:00Z,2019-02-28T09:09:00Z,00:01:17,0.0214745,NA,psi,2019-02-28
phi,NA,2019-02-28T09:09:00Z,2019-02-28T09:12:00Z,00:02:41,0.044999,NA,phi,2019-02-28
review,NA,2019-02-28T09:12:00Z,2019-02-28T09:15:00Z,00:03:05,0.0516163,NA,psi,2019-02-28
phi,NA,2019-02-28T09:16:00Z,2019-02-28T09:25:00Z,00:09:17,0.1547249,NA,phi,2019-02-28
